Date,Observers,Time,Site-ID,SiteType,PatchType,GPS Location,,Bird Use,,Elevation(m),Snow Depth,Percent Snow Cover,WindSpeed,Comments about site,BirdID,Sex,ArgosID,BR,NB,PA,RA,Browsed Plants,,,,,,,,,,,,,,,,,,
,,,,,,,,Date Used,Time Used,,,,,,,,,,,,,Sample Type,ID (BR#),Paired With,Sample Type,Browse,,Pellets,,Volume,,,Daubenmire ,,,,,,Pic ID,Comments
,,,,,,Latitude ,Longitude,,,,,,,,,,,,,,,,,,,New Browse,Old Browse,New Pellets,Old Pellets,Height,Width1,Width2,grass,forbs ,sage,bare-ground,other_shrub,other,,
date,obs,time,site_id,site_type,patch_type,lat,long,date,time,ele,snow_depth,snow_cov,wind_speed,site_comm,bird_id,sex,argos_id,br,nb,pa,ra,sample_type,id_br,paired_with,sample,new_browse,old_browse,new_pellets,old_pellets,height,width_one,width_two,grass,forbs ,sage,bare_ground,other_shrub,other,pic_id,comm
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB1, NB2",BR,29,N,N,Y,13,27,15,5-25,5-25,0,75-100,0,0,,50% dead 
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB1, NB2",BR,31,N,N,N,32,24,31,75-100,0-5,0,5-25,0,0,,60% dead
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,NB1,"NB3, NB4",NB,0,Y,N,N,13,18,12,5-25,0-5,0,75-100,0,0,,50% dead 
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,NB2,"NB3, NB4",NB,0,Y,N,N,42,85,35,50-75,5-25,0,5-25,0,0,,80% dead
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,NB3,"NB3, NB4",NB,0,N,N,Y,14,14,10,5-25,5-25,0,75-100,0,0,,70% dead
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,NB4,"NB5, NB6",NB,2,N,N,Y,21,20,17,5-25,0-5,0,75-100,0,0,,70% dead
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,NB5,"NB5, NB6",NB,0,N,N,N,14,13,8,25-50,0-5,0-5,25-50,0,0,,
2018-05-15,"AC, PPW",12:51:00,140 (Antechinus),DBV,Off lek forage,37.86821,-119.119595,2018-05-13,16:00:00,2211,N/A,N/A,N/A,"majority dead sage; all longleaf; no daubenmire (used meter sticks); rained yesterday; rich soil, slighty sandy",NA,M,163911,3,6,0,0,Artemisia tridentata vaseyana,NB6,"NB5, NB6",NB,0,Y,N,Y,41,47,62,75-100,0-5,0,25-50,0,0,,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,30,N,N,N,44,99,57,0-5,0-5,0,75-100,0,0,,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,14,N,N,N,70,69,62,0-5,0,0,75-100,0,0,2018_05_11_16,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,37,N,N,N,70,113,123,5-25,0,0,75-100,0,0,2018_05_11_19,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,30,44,33,0-5,0,0,75-100,0,0,2018_05_11_22,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,Y,N,N,32,21,29,75-100,0,0,5-25,0,0,2018_05_11_17,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,57,99,83,5-25,0,0,75-100,0,0,2018_05_11_18,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,61,123,59,5-25,0,5-25,75-100,0,0,2018_05_11_20,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,2,N,N,N,28,25,32,25-50,0,0,50-75,0,0,2018_05_11_21,
2018-05-11,"EFT, PPW, AC",10:48:00,129,DBV,Off lek forage,38.14218,-119.11499,2018-05-09,15:00:00,2332,0,0,N/A,N/A,108,M,129060,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,N,N,26,23,20,0,0,0,75-100,0,0,2018_05_11_23,
2018-05-11,"EFT, PPW, AC",9:20:00,N/A,RAN,Random Pair,38.20262,-119.02761,N/A,N/A,2604,0,0,N/A,"very small Artemisia tridentata vaseyanas, >1KM W of lek",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA1,NA,RA,0,N,N,N,12,28,31,0,0,5-25,75-100,0,0,2018_05_11 24,
2018-05-11,"EFT, PPW, AC",9:20:00,N/A,RAN,Random Pair,38.20262,-119.02761,N/A,N/A,2604,0,0,N/A,"very small Artemisia tridentata vaseyanas, >1KM W of lek",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA2,NA,RA,0,N,N,N,31,59,63,0,0,0-5,75-100,0,0,2018_05_11 11,
2018-05-11,"EFT, PPW, AC",9:20:00,N/A,RAN,Random Pair,38.20262,-119.02761,N/A,N/A,2604,0,0,N/A,"very small Artemisia tridentata vaseyanas, >1KM W of lek",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA3,NA,RA,0,N,N,N,36,78,44,0,0,0-5,75-100,0,0,2018_05_11_12,
2018-05-11,"EFT, PPW, AC",9:20:00,N/A,RAN,Random Pair,38.20262,-119.02761,N/A,N/A,2604,0,0,N/A,"very small Artemisia tridentata vaseyanas, >1KM W of lek",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA4,NA,RA,0,N,N,N,29,36,41,0,0-5,5-25,75-100,0,0,2018_05_11_13,
2018-05-11,"EFT, PPW, AC",9:20:00,N/A,RAN,Random Pair,38.20262,-119.02761,N/A,N/A,2604,0,0,N/A,"very small Artemisia tridentata vaseyanas, >1KM W of lek",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA5,NA,RA,0,N,N,N,12,19,12,0,0,0,75-100,5-25,0,2018_05_11_14,5-25% woody
2018-05-11,"EFT, PPW, AC",9:20:00,N/A,RAN,Random Pair,38.20262,-119.02761,N/A,N/A,2604,0,0,N/A,"very small Artemisia tridentata vaseyanas, >1KM W of lek",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA6,NA,RA,0,N,N,N,18,76,65,5-25,0,5-25,75-100,0,0,2018_05_11_15,
2018-05-11,"EFT, PPW, AC",11:45:00,131,RAN,Random Pair,38.14126,-119.11494,N/A,N/A,2352,0,0,N/A,near wash; many plants have trident tips as well as club tips…,108,M,129060,0,0,0,6,Artemisia tridentata vaseyana,RA1,NA,RA,0,N,N,N,28,67,71,0-5,0-5,0,75-100,0,0,2018_05_11_25,galls
2018-05-11,"EFT, PPW, AC",11:45:00,131,RAN,Random Pair,38.14126,-119.11494,N/A,N/A,2352,0,0,N/A,near wash; many plants have trident tips as well as club tips…,108,M,129060,0,0,0,6,Artemisia tridentata vaseyana,RA2,NA,RA,0,N,N,N,29,31,35,0-5,5-25,0,75-100,0,0,2018_05_11_26,"insect browse, 50% dead"
2018-05-11,"EFT, PPW, AC",11:45:00,131,RAN,Random Pair,38.14126,-119.11494,N/A,N/A,2352,0,0,N/A,near wash; many plants have trident tips as well as club tips…,108,M,129060,0,0,0,6,Artemisia tridentata vaseyana,RA3,NA,RA,0,N,N,N,23,65,64,5-25,0-5,0,75-100,0,0,2018_05_11_27,
2018-05-11,"EFT, PPW, AC",11:45:00,131,RAN,Random Pair,38.14126,-119.11494,N/A,N/A,2352,0,0,N/A,near wash; many plants have trident tips as well as club tips…,108,M,129060,0,0,0,6,Artemisia tridentata vaseyana,RA4,NA,RA,0,N,N,N,20,69,66,0-5,0,0,75-100,0,0,2018_05_11_28,
2018-05-11,"EFT, PPW, AC",11:45:00,131,RAN,Random Pair,38.14126,-119.11494,N/A,N/A,2352,0,0,N/A,near wash; many plants have trident tips as well as club tips…,108,M,129060,0,0,0,6,Artemisia tridentata vaseyana,RA5,NA,RA,0,N,N,N,36,34,40,25-50,0-5,0,25-50,0,0,2018_05_11_29,galls
2018-05-11,"EFT, PPW, AC",11:45:00,131,RAN,Random Pair,38.14126,-119.11494,N/A,N/A,2352,0,0,N/A,near wash; many plants have trident tips as well as club tips…,108,M,129060,0,0,0,6,Artemisia tridentata vaseyana,RA6,NA,RA,0,N,N,N,41,91,101,0-5,0-5,0,75-100,0,0,2018_05_11_30,
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,42,N,N,Y,64,116,91,5-25,0-5,0,75-100,0,0,2018_05_11_1,
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,63,N,Y,N,40,76,80,0-5,0-5,0,75-100,0,0,2018_05_11_4,
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,10,Y,N,N,67,89,105,0,0,0,75-100,0,0,2018_05_11_7,
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,87,67,97,0-5,0,0,25-50,25-50,0,2018_05_11_2,25-50% woody
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,N,N,75,82,34,25-50,0-5,0,75-100,0,0,2018_05_11_3,
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,N,26,29,29,25-50,0,0,75-100,0,0,2018_05_11_5,
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,87,144,118,25-50,0,0,0,5-25,0,2018_05_11_6,edible parts high up; 5-25% woody
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,Y,N,63,78,74,50-75,0,0,0,5-25,0,2018_05_11_8,5-25% woody
2018-05-11,"EFT, PPW, AC",8:41:00,120 (Antechinus),DBV,Off lek forage,38.20359,-119.02617,2018-05-09,15:00:00,2554,0,0,N/A,south facing slope; all Artemisia tridentata vaseyana; heavily dominated by bitterbrush,416,M,164457,3,6,0,0,Artemisia tridentata vaseyana,NB6,BR3,NB,0,N,N,N,34,43,37,0,0,0,75-100,0-5,0,2018_05_11_9,0-5% woody
2018-05-15,EFT,9:38:00,251 (Cus Cus),RAN,Random Pair,38.22271,-119.04871,N/A,N/A,2791,0,0,N/A,"100m S of DBV, all Artemisia tridentata vaseyana, relatively bare patch compared to other nearby spots",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,N,39,62,59,25-50,0-5,0,50-75,0,0,N/A,old cervid pellets
2018-05-15,EFT,9:38:00,251 (Cus Cus),RAN,Random Pair,38.22271,-119.04871,N/A,N/A,2791,0,0,N/A,"100m S of DBV, all Artemisia tridentata vaseyana, relatively bare patch compared to other nearby spots",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,42,19,16,5-25,0-5,0,75-100,0,0,N/A,90% dead
2018-05-15,EFT,9:38:00,251 (Cus Cus),RAN,Random Pair,38.22271,-119.04871,N/A,N/A,2791,0,0,N/A,"100m S of DBV, all Artemisia tridentata vaseyana, relatively bare patch compared to other nearby spots",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,39,59,107,25-50,0-5,0,75-100,0,0,N/A,70% dead
2018-05-15,EFT,9:38:00,251 (Cus Cus),RAN,Random Pair,38.22271,-119.04871,N/A,N/A,2791,0,0,N/A,"100m S of DBV, all Artemisia tridentata vaseyana, relatively bare patch compared to other nearby spots",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,N,60,109,27,50-75,0,25-50,25-50,0,0,N/A,2 distinct patches on plant; sage in daubenmire is dead
2018-05-15,EFT,9:38:00,251 (Cus Cus),RAN,Random Pair,38.22271,-119.04871,N/A,N/A,2791,0,0,N/A,"100m S of DBV, all Artemisia tridentata vaseyana, relatively bare patch compared to other nearby spots",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,47,67,61,5-25,0-5,0,75-100,0,0,N/A,
2018-05-15,EFT,9:38:00,251 (Cus Cus),RAN,Random Pair,38.22271,-119.04871,N/A,N/A,2791,0,0,N/A,"100m S of DBV, all Artemisia tridentata vaseyana, relatively bare patch compared to other nearby spots",416,M,164457,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,N,23,30,22,50-75,0-5,0,25-50,0,0,N/A,
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,10,Y,N,Y,42,51,55,25-50,0-5,0,50-75,0,0,N/A,
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,26,N,N,N,17,16,16,25-50,0,0,50-75,0,0,N/A,
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,PA1,"RA1, RA2",PA,0,N,Y,N,21,12,11,5-25,0-5,0,5-25,25-50,0,N/A,25-50% woody
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,29,41,30,50-75,0,5-25,5-25,0,0,N/A,
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,NB2,BR1,NB,0,Y,N,N,59,49,42,5-25,0,0,75-100,0,0,N/A,90% dead
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,NB3,BR2,NB,0,Y,N,N,38,49,49,25-50,0-5,0,50-75,0,0,N/A,
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,NB4,BR2,NB,0,N,N,N,21,35,42,25-50,0-5,5-25,75-100,0,0,N/A,
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,RA1,PA1,RA,0,N,N,N,29,37,42,25-50,0,0,50-75,0,0,N/A,
2018-05-15,EFT,7:51:00,249 (Cus Cus),DBV,Off lek forage,38.2236,-119.0487,2018-05-13,15:00:00,2562,0,0,N/A,N/A,416,M,164457,2,4,1,2,Artemisia tridentata vaseyana,RA2,PA1,RA,0,N,N,N,32,55,48,5-25,0,5-25,75-100,0,0,N/A,
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,18,Y,Y,N,24,24,18,0,0,0,75-100,0,0-5,20180516_1,0-5% woody
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,BR2,"NB3, NB4",BR,21,Y,N,N,26,28,30,0,0,0,75-100,0,5-25,20180516_4,5-25% woody
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,BR3,"NB5, NB6",BR,14,Y,N,Y,42,54,55,5-25,0,0,75-100,0,0,20180516_7,
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,NB1,BR1,NB,0,N,N,N,37,20,12,50-75,0,0,50-75,0,0,20180516_2,90% dead
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,NB2,BR1,NB,0,N,Y,Y,29,43,23,5-25,0-5,0,75-100,0,0-5,20180516_3,50% dead; 0-5% woody
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,NB3,BR2,NB,0,N,N,Y,34,24,25,5-25,5-25,0,50-75,0,0,20180516_5,growing under bitterbrush
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,NB4,BR2,NB,0,Y,N,N,29,36,39,5-25,0,0-5,75-100,0,0,20180516_6,dead sage
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,NB5,BR3,NB,0,N,N,Y,21,33,32,5-25,0,0,75-100,0,0,20180516_8,
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,NB6,BR3,NB,0,Y,N,Y,28,65,58,5-25,0,0,75-100,0,0,20180516_9,cervid browse
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,PA1,"RA1, RA2",PA,0,Y,Y,Y,48,58,45,0-5,0-5,0,75-100,0,5-25,20180516_10,5-25% woody
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,RA1,PA1,RA,0,N,N,Y,31,24,22,0-5,0-5,0,75-100,0,0,20180516_11,40% dead
2018-05-16,"PPW, AC, EFT",9:17,252 (cus cus),DBV,Off lek forage,38.17445,-119.07681,2018-05-15,15:00,2472,N/A,N/A,N/A,"Sandy soil, 30% bitterbrush, all longleaf morphotype; 600 m NW of the lek",341,M,135165,3,6,1,2,Artemisia tridentata vaseyana,RA2,PA1,RA,Y,Y,N,Y,52,55,27,5-25,0-5,0,50-75,0,5-25,20180516_12,60% dead; 5-25% woody
2018-05-16,"AC, PPW, EFT",10:20,253 (cus cus),RAN,Random paired with BD veg,38.17504,-119.07595,N/A,N/A,2467,N/A,N/A,N/A,"Daub pictures on AC's phone, sandy soil, some recent pellets",341,M,135165,0,0,0,6,Artemisia tridentata vaseyana,RA1,N/A,RA,0,N,N,Y,34,74,80,25-50,0,0,75-100,0,0,101504,
2018-05-16,"AC, PPW, EFT",10:20,253 (cus cus),RAN,Random paired with BD veg,38.17504,-119.07595,N/A,N/A,2467,N/A,N/A,N/A,"Daub pictures on AC's phone, sandy soil, some recent pellets",341,M,135165,0,0,0,6,Artemisia tridentata vaseyana,RA2,N/A,RA,0,N,N,N,15,39,13,0,0-5,5-25,75-100,0,0,101809,
2018-05-16,"AC, PPW, EFT",10:20,253 (cus cus),RAN,Random paired with BD veg,38.17504,-119.07595,N/A,N/A,2467,N/A,N/A,N/A,"Daub pictures on AC's phone, sandy soil, some recent pellets",341,M,135165,0,0,0,6,Artemisia tridentata vaseyana,RA3,N/A,RA,0,N,N,N,49,53,58,25-50,0-5,0,50-75,0,0,101702,
2018-05-16,"AC, PPW, EFT",10:20,253 (cus cus),RAN,Random paired with BD veg,38.17504,-119.07595,N/A,N/A,2467,N/A,N/A,N/A,"Daub pictures on AC's phone, sandy soil, some recent pellets",341,M,135165,0,0,0,6,Artemisia tridentata vaseyana,RA4,N/A,RA,0,N,N,Y,40,59,36,0,0,0,75-100,0,0,101733,
2018-05-16,"AC, PPW, EFT",10:20,253 (cus cus),RAN,Random paired with BD veg,38.17504,-119.07595,N/A,N/A,2467,N/A,N/A,N/A,"Daub pictures on AC's phone, sandy soil, some recent pellets",341,M,135165,0,0,0,6,Artemisia tridentata vaseyana,RA5,N/A,RA,0,N,N,N,29,73,57,0,0-5,0,75-100,0,0,101808,70% dead
2018-05-16,"AC, PPW, EFT",10:20,253 (cus cus),RAN,Random paired with BD veg,38.17504,-119.07595,N/A,N/A,2467,N/A,N/A,N/A,"Daub pictures on AC's phone, sandy soil, some recent pellets",341,M,135165,0,0,0,6,Artemisia tridentata vaseyana,RA6,N/A,RA,0,N,N,Y,75,148,94,5-25,0,0,75-100,0,0,101838,old roost piles
2018-05-18,"AC, PPW",9:00,263 (cus cus),DBV,Off lek forage,38.2297,-119.03479,2018-05-16,15:00,2520,N/A,N/A,N/A,Daub pictures on AC's phone,164457,M,164457,3,6,0,0,Artemisia tridentata vaseyana,BR1,"NB1, NB2",BR,10,N,N,N,27,41,38,75-100,0-5,0,0-5,0,0,91141,
