Date,Observers,Time,Site-ID,SiteType,PatchType,GPS Location,,Bird Use,,Elevation(m),Snow Depth,Percent Snow Cover,WindSpeed,Comments about site,BirdID,Sex,ArgosID,BR,NB,PA,RA,Browsed Plants,,,,,,,,,,,,,,,,,,
,,,,,,,,Date Used,Time Used,,,,,,,,,,,,,Sample Type,ID (BR#),Paired With,Sample Type,Browse,,Pellets,,Volume,,,Daubenmire ,,,,,,Pic ID,Comments
,,,,,,Latitude ,Longitude,,,,,,,,,,,,,,,,,,,New Browse,Old Browse,New Pellets,Old Pellets,Height,Width1,Width2,grass,forbs ,sage,bare-ground,other_shrub,other,,
date,obs,time,site_id,site_type,patch_type,lat,long,date,time,ele,snow_depth,snow_cov,wind_speed,site_comm,bird_id,sex,argos_id,br,nb,pa,ra,sample_type,id_br,paired_with,sample,new_browse,old_browse,new_pellets,old_pellets,height,width_one,width_two,grass,forbs ,sage,bare_ground,other_shrub,other,pic_id,comm
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,BR1,"NB1, NB2",BR,28,Y,N,N,68,91,81,5-25,0-5,0,75-100,0,0,2018_04_07_14,"rained this AM. This plant was next to another browsed plant, but it was less than a meter away"
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,BR2,"NB3, NB4",BR,17,Y,Y,Y,32,28,13,5-25,0-5,0,75-100,0,0,2018_04_07_17,
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,BR3,"NB5, NB6",BR,26,Y,N,N,43,51,50,5-25,0,0,75-100,0,0,2018_04_07_19,
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,NB1,BR1,NB,0,N,N,N,70,81,98,0-5,0,25-50,75-100,0,0,2018_04_07_15,
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,NB2,BR1,NB,0,N,N,N,46,76,65,5-25,0-5,0,75-100,0,0,2018_04_07_16,lots of grass growing through the plant
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,NB3,BR2,NB,0,Y,N,N,125,219,178,5-25,0-5,0,75-100,0,0,2018_04_07_18,
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,NB4,BR2,NB,0,N,N,N,79,67,115,5-25,0,5-25,50-75,0,0,2018_04_07_20,
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,NB5,BR3,NB,0,N,N,N,35,59,34,25-50,0,25-50,50-75,0,0,2018_04_07_21,less than one meter away from BR3
2018-04-07,"PPW, EFT, AC",17:56:00,117903_20180407,DBV,Off lek forage,38.16866,-119.23981,2018-04-07,17:00:00,2102,0,0,6-10 ,GPS point is center of activity. Adjusted because the transmiter provided point is accurate within 26 m. it rained heavily yesterday and this afternoon,204 - Amoeba,M,117903,3,6,0,0,Tridentata sp,NB6,BR3,NB,0,N,N,N,30,42,46,5-25,0,0,75-100,0,0,2018_04_07_22,
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,BR1,"NB1, NB2",BR,18,Y,N,N,32,46,48,0-5,0,0,75-100,0,0,2018_04_08_01,Lots of old browse. Large rock at base
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,BR2,"NB3, NB4",BR,36,Y,Y,Y,48,59,44,0-5,0,75-100,25-50,0,0,2018_04_08_02,Pellets a few days old. Backed into a boulder. Aphids and ants
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,PA1,"RA1, RA2",PA,3,N,Y,N,54,99,86,75-100,0,0,5-25,0,0,2018_04_08_07,Pellets within a couple days (appear more than a day old). Browse looks very fresh
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,NB1,BR1,NB,0,N,N,Y,29,63,75,0-5,0,0,75-100,0,0,2018_04_08_03,
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,NB2,BR1,NB,0,N,N,N,49,70,87,0-5,0,5-25,75-100,0,0,2018_04_08_04,
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,NB3,BR2,NB,0,Y,N,N,45,58,80,0-5,0,0,75-100,0,0,2018_04_08_05,75% dead
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,NB4,BR2,NB,0,N,N,N,34,62,59,0-5,0,5-25,75-100,0,0,2018_04_08_06,
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,RA1,PA1,RA,0,Y,N,Y,68,126,103,0-5,0,25-50,75-100,0,0,2018_04_08_08,
2018-04-08,"PPW, EFT, AC",15:20:00,135165_20180408 (cus cus),DBV,Off lek forage,38.17236,-119.07017,2018-04-07,14:00:00,2441,0,0,6-10 ,"Edge of lek, low sage, sandy soil, many large rocks",341 - Manatee,M,135165,2,4,1,2,Tridentata sp,RA2,PA1,RA,0,Y,N,Y,70,74,68,0-5,0,0,75-100,0-5,0,2018_04_08_09,Other shrub was brittle brush
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,BR1,"NB1, NB2",BR,84,Y,Y,Y,37,75,68,0,0-5,0,75-100,0,0,2018_04_04_01,Lagomorph poop. Grass at base
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,BR2,"NB3, NB4",BR,60,Y,Y,N,87,125,109,0-5,0,75-100,0,0,0,2018_04_04_04,Lagomorph poop and galls
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,BR3,"NB5, NB6",BR,23,Y,N,N,37,62,41,0,0-5,0,75-100,0,0,2018_04_04_07,"Pygmy rabbit pellets, lagomorph pellets. Browse restricted to less yellow portions"
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,NB1,BR1,NB,0,Y,N,Y,31,74,49,25-50,0,0,25-50,0,0,2018_04_04_02,Grass at base. Dead portion
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,NB2,BR1,NB,0,Y,N,Y,30,42,49,0,0,0-5,75-100,0,0,2018_04_04_03,Lagomorph poop. Grass at base. On rock; galls
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,NB3,BR2,NB,2+,Y,Y,Y,41,117,68,0,0-5,0,75-100,0-5,0,2018_04_04_05,Other shrub was bitter brush
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,NB4,BR2,NB,0,Y,Y,Y,33,49,45,25-50,0,0,75-100,0,0,2018_04_04_06,Greater than 1 m from NB3. Lagomorph pellets
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,NB5,BR3,NB,0,N,N,N,22,26,18,0-5,0,0,75-100,0,0,2018_04_04_08,1/2 dead
2018-04-04,"PPW, EFT, AC",15:33:00,129091_20180404,DBV,Off lek forage,38.1779,-119.0672,2018-04-04,11:00:00,2484,X,X,X,CORA 50m N; greater than or equal to two old browse sites,357,M,129091,3,6,0,0,Tridentata sp,NB6,BR3,NB,0,Y,N,N,26,52,36,5-25,0,5-25,50-75,0,0,2018_04_04_09,
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,BR1,"NB1, NB2",BR,18,Y,N,N,38,71,81,0,0,0,100,0,0,25,Galls and lagomorph pellets
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,BR2,"NB3, NB4",BR,51,Y,N,Y,17,45,54,0,0,0,100,0,0,28,
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,BR3,"NB5, NB6",BR,18,Y,Y,Y,29,83,80,25-50,0-5,0,75-100,0,0,31,
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,NB1,BR1,NB,3,Y,N,N,31,80,48,0-5,0,5-25,75-100,0,0,26,"Galls, lagomorph pellets, and 75% dead"
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,NB2,BR1,NB,0,Y,N,Y,38,75,77,0,0,0,100,0,0,27,
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,NB3,BR2,NB,0,Y,N,Y,22,79,51,0,0,0,100,0,0,29,Old lagomorph pellets and cervid pellets
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,NB4,BR2,NB,0,Y,N,Y,41,112,116,0,0,0-5,75-100,0,0,30,
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,NB5,BR3,NB,0,Y,N,Y,20,58,51,0-5,0,0,75-100,0,0,32,Galls
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,NB6,BR3,NB,0,N,N,Y,18,29,34,0-5,0-5,0,75-100,0,0,33,
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,PA1,"RA1, RA2",PA,0,N,Y,Y,17,33,22,0-5,0,0,75-100,0,0,34,50% dead
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,PA2,"RA3, RA4",PA,0,N,Y,Y,18,49,29,0,0,0,75-100,0,0,37,30% dead
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,RA1,PA1,RA,2,N,N,N,20,44,32,0-5,0,0-5,75-100,0,0,35,Galls
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,RA2,PA1,RA,0,N,N,N,14,32,56,0,0,75-100,5-25,0,0,36,
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,RA3,PA2,RA,0,N,N,Y,29,72,63,0,0,5-25,75-100,0,0,38,
2018-04-16,"EFT, AC, ………PPW",15:01:00,129091_20180416,DBV,Other forage ,38.16653,-119.08195,2018-04-15,15:00:00,2489,X,X,X,"Very low shrub overall, a lot of bare ground, sage leaves very small",357,M,129091,3,6,2,4,Tridentata sp,RA4,PA2,RA,0,Y,N,N,11,56,43,0,0,0,75-100,0,0,39,
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,BR1,"NB1, NB2",BR,43,N,Y,N,41,151,97,0,0,0,100,0,0,49,40% of plant is dead
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,BR2,"NB3, NB4",BR,72,N,Y,N,38,68,52,0,5-25,0,75-100,0,0,52,
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,BR3,"NB5, NB6",BR,63,N,N,N,33,48,50,0,0-5,0,75-100,0,0,55,
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,NB1,BR1,NB,0,N,N,N,13,38,28,0-5,0-5,0,75-100,0,0,50,
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,NB2,BR1,NB,0,N,N,N,54,81,49,0,0-5,0,75-100,0,0,51,"50% of plant is dead, has galls, growing into bitterbrush"
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,NB3,BR2,NB,0,N,N,N,30,42,34,5-25,0,0,75-100,0,0,53,
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,NB4,BR2,NB,0,N,N,N,23,82,65,5-25,5-25,0,50-75,0,0,54,"50% of plant is dead, has galls"
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,NB5,BR3,NB,0,N,N,N,19,59,60,0-5,0,0,75-100,0,0,56,50% of plant is dead
2018-04-18,"PPW, AC",15:06:00,129060_20180418 (77- Antechinus),DBV,Off lek forage,38.133204,-119.113998,2018-04-17,15:00:00,2342,0,0,11-15,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,NB6,BR3,NB,0,N,N,N,21,80,53,0,0,0,100,0,0,57,
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,BR1,"NB1, NB2",BR,19,Y,Y,Y,65,148,116,0,0-5,5-25,75-100,0,0,40,fresh pellets collected
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,BR2,"NB3, NB4",BR,22,Y,N,Y,61,115,158,5-25,0,5-25,75-100,0,0,43,
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,BR3,"NB5, NB6",BR,17,Y,N,Y,60,87,77,0-5,0,0,75-100,0-5,0,46,
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,NB1,BR1,NB,0,Y,N,Y,41,62,48,5-25,5-25,0-5,50-75,5-25,0,41,
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,NB2,BR1,NB,0,N,N,Y,46,64,31,0,0,0,75-100,0-5,0,42,50% dead
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,NB3,BR2,NB,0,Y,N,Y,35,81,82,0-5,0,0,75-100,0-5,0,44,
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,NB4,BR2,NB,0,Y,N,Y,47,83,51,0,0,0,75-100,0-5,0,45,
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,NB5,BR3,NB,0,Y,N,Y,55,94,54,0,0,0,75-100,0-5,0,47,
2018-04-17,"EFT, PPW, AC",15:23:00,164457_20180417 (147),DBV,Off lek forage,38.208900,-119.021000,2018-04-15,15:00:00,2583,0,0,N/A,"GPS point not available until today, used 2 days ago",N/A,M,164457,3,6,0,0,Tridentata sp,NB6,BR3,NB,0,N,N,Y,44,73,62,0,0,0,75-100,25-50,0,48,
2018-04-15,"EFT, PPW, AC",15:30:00,129,DBV,Off lek forage,38.174860,-119.066900,2018-04-14,15:00:00,2458,0,0,,"adjacent to dry riverbed, very sparse sage, adundant bitterbrush, could only find 2 BR so surveyed 2 RA within patch, very sandy soil",341_Manatee,M,135165,2,4,0,2,Tridentata sp,BR1,"NB1, NB2",BR,19,Y,N,N,24,57,27,5-25,25-50,0,75-100,0,0,17,lagomorph scat
2018-04-15,"EFT, PPW, AC",15:30:00,129,DBV,Off lek forage,38.174860,-119.066900,2018-04-14,15:00:00,2458,0,0,,"adjacent to dry riverbed, very sparse sage, adundant bitterbrush, could only find 2 BR so surveyed 2 RA within patch, very sandy soil",341_Manatee,M,135165,2,4,0,2,Tridentata sp,BR2,"NB3, NB4",BR,17,Y,N,N,24,27,31,5-25,0,0,75-100,0,0,20,cervid scat
2018-04-15,"EFT, PPW, AC",15:30:00,129,DBV,Off lek forage,38.174860,-119.066900,2018-04-14,15:00:00,2458,0,0,,"adjacent to dry riverbed, very sparse sage, adundant bitterbrush, could only find 2 BR so surveyed 2 RA within patch, very sandy soil",341_Manatee,M,135165,2,4,0,2,Tridentata sp,NB1,BR1,NB,0,Y,N,N,36,64,74,5-25,0-5,0,75-100,5-25,0,18,5-25% bitterbrush
2018-04-15,"EFT, PPW, AC",15:30:00,129,DBV,Off lek forage,38.174860,-119.066900,2018-04-14,15:00:00,2458,0,0,,"adjacent to dry riverbed, very sparse sage, adundant bitterbrush, could only find 2 BR so surveyed 2 RA within patch, very sandy soil",341_Manatee,M,135165,2,4,0,2,Tridentata sp,NB2,BR1,NB,0,Y,N,N,52,97,88,5-25,25-50,0,75-100,0,0,19,
2018-04-15,"EFT, PPW, AC",15:30:00,129,DBV,Off lek forage,38.174860,-119.066900,2018-04-14,15:00:00,2458,0,0,,"adjacent to dry riverbed, very sparse sage, adundant bitterbrush, could only find 2 BR so surveyed 2 RA within patch, very sandy soil",341_Manatee,M,135165,2,4,0,2,Tridentata sp,NB3,BR2,NB,0,Y,N,Y,28,79,72,0-5,5-25,0,75-100,0,0,21,
2018-04-15,"EFT, PPW, AC",15:30:00,129,DBV,Off lek forage,38.174860,-119.066900,2018-04-14,15:00:00,2458,0,0,,"adjacent to dry riverbed, very sparse sage, adundant bitterbrush, could only find 2 BR so surveyed 2 RA within patch, very sandy soil",341_Manatee,M,135165,2,4,0,2,Tridentata sp,NB4,BR2,NB,0,Y,N,Y,52,117,115,5-25,0,0,75-100,0,0,22,galls
2018-04-15,"EFT, PPW, AC",15:30:00,129,DBV,Off lek forage,38.174860,-119.066900,2018-04-14,15:00:00,2458,0,0,,"adjacent to dry riverbed, very sparse sage, adundant bitterbrush, could only find 2 BR so surveyed 2 RA within patch, very sandy soil",341_Manatee,M,135165,2,4,0,2,Tridentata sp,RA1,n/a,RA,0,Y,N,Y,23,38,36,50-75,0,0,25-50,0,0,23,80% dead
2018-04-15,"EFT, PPW, AC",15:30:00,129,DBV,Off lek forage,38.174860,-119.066900,2018-04-14,15:00:00,2458,0,0,,"adjacent to dry riverbed, very sparse sage, adundant bitterbrush, could only find 2 BR so surveyed 2 RA within patch, very sandy soil",341_Manatee,M,135165,2,4,0,2,Tridentata sp,RA2,n/a,RA,0,Y,N,N,13,29,28,5-25,0-5,0,75-100,0,0,24,
2018-04-11,"EFT, PPW, AC",16:55:00,108DBV1 (bettong),DBV,Off lek forage,38.136401,-119.117997,2018-04-10,15:00:00,2328,0,0,,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,BR1,"NB1, NB2",BR,11,N,Y,N,22,47,49,50-75,0-5,0,5-25,0,0,134-4079,along dry riverbed
2018-04-11,"EFT, PPW, AC",16:55:00,108DBV1 (bettong),DBV,Off lek forage,38.136401,-119.117997,2018-04-10,15:00:00,2328,0,0,,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,BR2,"NB3, NB4",BR,283,N,Y,N,40,104,91,5-25,0-5,0,0,0,75-100,134-4082,along dry riverbed; 75-100% rocky
2018-04-11,"EFT, PPW, AC",16:55:00,108DBV1 (bettong),DBV,Off lek forage,38.136401,-119.117997,2018-04-10,15:00:00,2328,0,0,,N/A,108_Cave Creature,M,129060,3,6,0,0,Tridentata sp,BR3,"NB5, NB6",BR,155,N,Y,Y,54,94,54,50-75,0-5,0,75-100,0,0,134-4085,
